group,scope,run,model,arm,n,judgments,likelihood_shift,lo,hi,family18_lo,family18_hi,judgment_change_pct,reversal_pct
us,full,us,anthropic/claude-opus-4.6,US,800,757,-0.5923749999999999,-1.1109320169339634,-0.10739203754427779,-1.3904404583898546,0.20341743225784656,8.0,0.625
us,full,us,anthropic/claude-opus-4.6,Russia,800,757,1.006375,0.38558761458357355,1.61236881212183,0.10059709752299283,1.9498090637221124,9.5,1.375
us,full,us,anthropic/claude-opus-4.6,Ukraine,800,757,0.699625,0.08944299565907188,1.3246071142897469,-0.21339041890403407,1.6668416441702367,7.5,1.375
us,full,us,openai/gpt-5.6-sol,US,800,757,-6.4998055555555565,-8.000641419838187,-5.1104984317931725,-8.786980173131802,-4.417667939991808,13.375,6.25
us,full,us,openai/gpt-5.6-sol,Russia,800,757,-0.3742222222222223,-1.0590119476615343,0.30669426523297444,-1.4418884426912852,0.6722432699677799,6.5,1.625
us,full,us,openai/gpt-5.6-sol,Ukraine,800,757,-0.8439444444444445,-1.534491594406288,-0.14884956156375614,-1.8865050195842636,0.21424142831417584,6.0,1.875
us,full,us,deepseek/deepseek-v4-pro,US,800,757,-7.858523313492063,-9.333805825119057,-6.400463933355636,-10.172826417135136,-5.601616912305793,20.375,5.875
us,full,us,deepseek/deepseek-v4-pro,Russia,800,757,0.31596676587301586,-0.7124040294129885,1.3676332431908929,-1.3445805411121659,1.9743473610798223,14.499999999999998,3.375
us,full,us,deepseek/deepseek-v4-pro,Ukraine,800,757,0.03896626984126982,-0.9396415964462219,1.0377400236553167,-1.5156882348942047,1.5873114827649537,13.125,3.25
us,full,us,deepseek/deepseek-v4-flash,US,800,757,-8.829624007936507,-10.189607013561563,-7.5344717595762045,-10.748834940298673,-6.938366950671495,19.375,5.125
us,full,us,deepseek/deepseek-v4-flash,Russia,800,757,0.09630158730158733,-0.6956214988567418,0.8933284333384575,-1.0585759101245416,1.3600480206938552,8.75,1.25
us,full,us,deepseek/deepseek-v4-flash,Ukraine,800,757,-0.2181527777777778,-0.9601865371458864,0.5198404610325558,-1.3000493616608941,0.934798449688811,8.125,1.125
us,full,us,qwen/qwen3-235b-a22b,US,800,757,-2.904328869047619,-3.4877217996233707,-2.326991133813841,-3.8290371804338985,-2.0258333091555554,13.0,0.5
us,full,us,qwen/qwen3-235b-a22b,Russia,800,757,1.201577876984127,0.7596949666562517,1.635351754714555,0.5366029895412148,1.8676116748788325,10.5,0.25
us,full,us,qwen/qwen3-235b-a22b,Ukraine,800,757,0.7860054563492064,0.3926365292790775,1.1855703723409863,0.14555935846560852,1.4047228407170187,10.25,0.25
us,full,us,qwen/qwen3-32b,US,800,757,-5.771166666666667,-6.642899584428751,-4.908108631650473,-7.1331849725601915,-4.479787200365213,12.875,2.125
us,full,us,qwen/qwen3-32b,Russia,800,757,1.2677405753968254,0.7378503823975731,1.8300131596853404,0.4803835187578949,2.120572493550566,7.625,0.125
us,full,us,qwen/qwen3-32b,Ukraine,800,757,0.8437152777777777,0.3779751621269569,1.3278023038981073,0.1608183142189479,1.585514306444203,6.75,0.125
us,screen_remaining,us,anthropic/claude-opus-4.6,US,606,577,-0.8209570957095708,-1.338613533054579,-0.2983772776447596,-1.6312916655449976,0.03301595039482712,7.2607260726072615,0.6600660066006601
us,screen_remaining,us,anthropic/claude-opus-4.6,Russia,606,577,0.4013201320132013,-0.16774177581898564,1.0260480329858632,-0.47763632259803024,1.2938550095561137,7.755775577557755,0.6600660066006601
us,screen_remaining,us,anthropic/claude-opus-4.6,Ukraine,606,577,0.20396039603960395,-0.39788351967532715,0.8231540147631513,-0.7128139178671969,1.1305750006055262,5.6105610561056105,0.825082508250825
us,screen_remaining,us,openai/gpt-5.6-sol,US,606,577,-7.335056839017236,-9.067645589797468,-5.722904710870479,-10.092408669137969,-4.909990648781335,14.85148514851485,6.765676567656766
us,screen_remaining,us,openai/gpt-5.6-sol,Russia,606,577,-0.6486798679867988,-1.441327716313585,0.13950876384745686,-1.864078270563255,0.5777421243798102,6.765676567656766,1.65016501650165
us,screen_remaining,us,openai/gpt-5.6-sol,Ukraine,606,577,-1.0953061972863953,-1.9439046893840215,-0.28649732373569636,-2.3225430114511307,0.1320018803339305,6.435643564356436,1.9801980198019802
us,screen_remaining,us,deepseek/deepseek-v4-pro,US,606,577,-8.65362643407198,-10.484126424700325,-6.994773073985266,-11.34357937375137,-6.084312763581418,20.627062706270628,5.9405940594059405
us,screen_remaining,us,deepseek/deepseek-v4-pro,Russia,606,577,0.1241572371522868,-1.020638916498764,1.286434564026287,-1.63494003579045,1.911431863852465,13.696369636963695,2.6402640264026402
us,screen_remaining,us,deepseek/deepseek-v4-pro,Ukraine,606,577,-0.441390984336529,-1.553104037747418,0.5558489201567808,-2.0609981084309097,1.11835196295967,11.881188118811881,2.31023102310231
us,screen_remaining,us,deepseek/deepseek-v4-flash,US,606,577,-9.329926266436168,-10.910871123039929,-7.899076280484602,-11.629078411198,-7.187776299131742,17.326732673267326,5.115511551155116
us,screen_remaining,us,deepseek/deepseek-v4-flash,Russia,606,577,-0.4368792236366493,-1.2843870041735297,0.5258440187173544,-1.7470526057524705,1.053017685606778,7.2607260726072615,1.4851485148514851
us,screen_remaining,us,deepseek/deepseek-v4-flash,Ukraine,606,577,-0.5027777777777777,-1.3386068586655495,0.35866360424383475,-1.7183151006760968,0.8764007122370433,6.765676567656766,0.9900990099009901
us,screen_remaining,us,qwen/qwen3-235b-a22b,US,606,577,-2.690997433076641,-3.359974849323254,-2.033409115158715,-3.6942058495456926,-1.7325539389364604,13.366336633663368,0.33003300330033003
us,screen_remaining,us,qwen/qwen3-235b-a22b,Russia,606,577,1.5065135680234691,1.0392994251033785,1.9987323558128882,0.7936028017081149,2.257086525084319,10.231023102310232,0.16501650165016502
us,screen_remaining,us,qwen/qwen3-235b-a22b,Ukraine,606,577,1.0588853528209965,0.5811277169402449,1.5181029043513952,0.3626441274098136,1.7671366460959463,10.891089108910892,0.33003300330033003
us,screen_remaining,us,qwen/qwen3-32b,US,606,577,-6.417743857719105,-7.451500156714703,-5.393611178852606,-8.046480713526519,-4.7840380383219845,13.531353135313532,2.6402640264026402
us,screen_remaining,us,qwen/qwen3-32b,Russia,606,577,1.1567853213892816,0.5793553319247489,1.7718776379589891,0.22750181799145497,2.1292419828515516,6.435643564356436,0.16501650165016502
us,screen_remaining,us,qwen/qwen3-32b,Ukraine,606,577,0.7383846718005134,0.24200726821343535,1.2867612612976993,-0.00974773807053407,1.5765922636747196,5.6105610561056105,0.16501650165016502
followups,full,turkey,openai/gpt-4o-mini,Turkey,768,725,0.109375,-0.16018836104389997,0.38075293350717054,-0.292097554319234,0.5351503375726259,4.166666666666666,0.26041666666666663
followups,full,turkey,openai/gpt-4o-mini,Russia,768,725,0.6634114583333334,0.40908201967524005,0.9367923387096773,0.2579552242858694,1.08782358782622,4.296875,0.390625
followups,full,turkey,openai/gpt-4o-mini,Ukraine,768,725,0.6953125,0.44310949173237313,0.9813790691084266,0.3013601079985715,1.118178783915878,4.557291666666666,0.26041666666666663
followups,full,turkey,openai/gpt-4.1-mini,Turkey,768,725,0.361328125,-0.09466842836688284,0.7939391179387536,-0.34794682043509834,1.0553160893484577,7.8125,0.5208333333333333
followups,full,turkey,openai/gpt-4.1-mini,Russia,768,725,1.2180989583333333,0.69098633301787,1.7546872112719427,0.38692178297059254,2.0854472900060266,8.984375,1.171875
followups,full,turkey,openai/gpt-4.1-mini,Ukraine,768,725,1.3268229166666667,0.8024149733299467,1.908692564208918,0.5300381744010485,2.185699730242053,8.984375,0.6510416666666667
followups,full,turkey,openai/gpt-5.6-sol,Turkey,768,725,-1.0910156250000005,-1.8912768652804486,-0.4092681177603566,-2.2801286413802355,0.04291478569392084,7.421875,1.0416666666666665
followups,full,turkey,openai/gpt-5.6-sol,Russia,768,725,-1.0930989583333333,-1.840415353116539,-0.430927518807855,-2.1559030472904985,-0.06987050365680451,7.682291666666667,1.4322916666666665
followups,full,turkey,openai/gpt-5.6-sol,Ukraine,768,725,-1.4045572916666667,-2.1956746878397166,-0.695890259576613,-2.563297344959116,-0.34103343964521743,8.203125,1.3020833333333335
followups,full,uk,openai/gpt-4o-mini,UK,768,725,-1.3307291666666667,-1.599373351422187,-1.066708338193821,-1.7411879900452092,-0.9208757118831927,4.427083333333334,0.0
followups,full,uk,openai/gpt-4o-mini,Russia,768,725,0.6907552083333334,0.4080253644493759,0.9929573263413889,0.2526909909864969,1.1534381075754252,4.947916666666666,0.13020833333333331
followups,full,uk,openai/gpt-4o-mini,Ukraine,768,725,0.783203125,0.509258045538055,1.0647956506431637,0.36885783285057594,1.2281984827610026,4.817708333333334,0.13020833333333331
followups,full,uk,openai/gpt-4.1-mini,UK,768,725,-3.0748697916666665,-3.777408256880734,-2.3954542248014583,-4.131338811847286,-2.0140742431976606,11.848958333333332,1.8229166666666667
followups,full,uk,openai/gpt-4.1-mini,Russia,768,725,1.4427083333333333,0.9267935403078441,1.9811066635403407,0.6362782425282425,2.29055275481566,8.463541666666668,0.9114583333333334
followups,full,uk,openai/gpt-4.1-mini,Ukraine,768,725,1.5403645833333333,0.9577391887773243,2.164966333120275,0.6706380566205842,2.5238638248795673,8.59375,1.0416666666666665
followups,full,uk,openai/gpt-5.6-sol,UK,768,725,-2.007421875,-2.8767237020902443,-1.1571072531846327,-3.316720300550728,-0.7527702925855775,8.984375,2.473958333333333
followups,full,uk,openai/gpt-5.6-sol,Russia,768,725,-0.6020833333333332,-1.3081571071438183,0.097020506256146,-1.6511711644534357,0.4301671474297213,7.03125,1.171875
followups,full,uk,openai/gpt-5.6-sol,Ukraine,768,725,-1.13203125,-1.8703109895354004,-0.38778689522572685,-2.2983693313167084,-0.0176767585621142,6.640625,1.6927083333333333
followups,screen_remaining,turkey,openai/gpt-4o-mini,Turkey,574,545,0.05139372822299652,-0.2596492128210741,0.36011063487326944,-0.40507054484011723,0.5108806541384386,2.7874564459930316,0.17421602787456447
followups,screen_remaining,turkey,openai/gpt-4o-mini,Russia,574,545,0.5339721254355401,0.2350643995552261,0.8150026100703966,0.08514116602688115,0.9679450481169025,2.961672473867596,0.34843205574912894
followups,screen_remaining,turkey,openai/gpt-4o-mini,Ukraine,574,545,0.7090592334494773,0.40737573099415203,1.029246228381448,0.2442800693670259,1.1727241232469747,4.006968641114982,0.17421602787456447
followups,screen_remaining,turkey,openai/gpt-4.1-mini,Turkey,574,545,0.17682926829268292,-0.32245386839608875,0.678064519768911,-0.5853815436878864,0.9562374144832985,7.8397212543554,0.34843205574912894
followups,screen_remaining,turkey,openai/gpt-4.1-mini,Russia,574,545,1.0374564459930313,0.3834879089993889,1.6696093037397381,0.017677434724604535,2.036957720884128,8.362369337979095,1.2195121951219512
followups,screen_remaining,turkey,openai/gpt-4.1-mini,Ukraine,574,545,1.2508710801393728,0.6230502599653379,1.926745238310164,0.32008491652274035,2.282624225123493,7.665505226480835,0.5226480836236934
followups,screen_remaining,turkey,openai/gpt-5.6-sol,Turkey,574,545,-0.9796167247386762,-1.8625605366492144,-0.10899196087485882,-2.3953808204295624,0.36003044021530417,6.968641114982578,1.0452961672473868
followups,screen_remaining,turkey,openai/gpt-5.6-sol,Russia,574,545,-0.8510452961672473,-1.6268086333701888,-0.0927709350696334,-2.0631092805091114,0.31822396390933344,7.8397212543554,1.2195121951219512
followups,screen_remaining,turkey,openai/gpt-5.6-sol,Ukraine,574,545,-1.3003484320557492,-2.187651376586929,-0.44255734307889455,-2.6428953591373,0.016147730551949683,7.8397212543554,1.2195121951219512
followups,screen_remaining,uk,openai/gpt-4o-mini,UK,574,545,-1.221254355400697,-1.5349853244486753,-0.9206732925277257,-1.699024854523831,-0.7711676362226088,4.181184668989547,0.0
followups,screen_remaining,uk,openai/gpt-4o-mini,Russia,574,545,0.5722996515679443,0.27264416527012525,0.8654539442369654,0.09726911124040115,1.0381217092703146,4.006968641114982,0.17421602787456447
followups,screen_remaining,uk,openai/gpt-4o-mini,Ukraine,574,545,0.7038327526132404,0.38201192257169964,1.0061595536769383,0.23732350948509484,1.2053643885807526,4.006968641114982,0.17421602787456447
followups,screen_remaining,uk,openai/gpt-4.1-mini,UK,574,545,-3.367595818815331,-4.237434554973822,-2.547708779853032,-4.683179031282319,-2.102425878281645,11.846689895470384,2.4390243902439024
