model,arm,scope,n,judgments,likelihood_shift,likelihood_shift_lo,likelihood_shift_hi,absolute_shift,absolute_shift_lo,absolute_shift_hi,judgment_change_pct,judgment_change_pct_lo,judgment_change_pct_hi,reversal_pct,reversal_pct_lo,reversal_pct_hi,to_abstention_pct,to_abstention_pct_lo,to_abstention_pct_hi,from_abstention_pct,from_abstention_pct_lo,from_abstention_pct_hi,likelihood_shift_family9_lo,likelihood_shift_family9_hi
openai/gpt-4o-mini,Turkey,common,785,742,0.14394904458598726,-0.12291434423310414,0.415736753370678,2.257324840764331,2.0439679312593504,2.471844337231616,4.3312101910828025,2.933673469387755,5.7401629129912815,0.25477707006369427,0.0,0.6410256410256411,2.038216560509554,1.1392044999919986,3.0497495123787006,2.038216560509554,1.1464968152866242,3.049652269222188,-0.24929312304631998,0.5416776949286453
openai/gpt-4o-mini,Turkey,substituted,983,930,-0.01017293997965412,-0.2454374773888548,0.2294181556008385,2.209562563580875,2.026643970968669,2.4178090899748375,4.27263479145473,3.076844262295082,5.628174135776117,0.2034587995930824,0.0,0.5122950819672131,2.2380467955239065,1.4184397163120568,3.19935536708091,1.8311291963377416,1.0297868155989824,2.661275945097907,,
openai/gpt-4o-mini,Turkey,all_valid,1000,947,-0.02,-0.264186342833368,0.22208351686289435,2.197,2.008063706438658,2.4020505025125627,4.3,3.0243853265145555,5.638019549308064,0.2,0.0,0.5030307727533376,2.2,1.3846992070443287,3.144078555031004,1.9,1.0988736812090107,2.817043389368468,,
openai/gpt-4o-mini,Turkey,no_substitution,17,17,-0.5882352941176471,-2.088235294117647,0.5294117647058824,1.4705882352941178,0.5,2.7360294117647017,5.882352941176471,0.0,17.647058823529413,0.0,0.0,0.0,0.0,0.0,0.0,5.882352941176471,0.0,17.647058823529413,,
openai/gpt-4o-mini,Russia,common,785,742,0.6815286624203821,0.41261249515629034,0.9551470588235293,2.2229299363057327,2.007051282051282,2.4621369748958633,4.45859872611465,3.0768245838668378,5.859387440286624,0.3821656050955414,0.0,0.8794246389178596,1.6560509554140128,0.8826960399719206,2.512562814070352,2.4203821656050954,1.3977128335451081,3.5354652721909354,0.2970276800812547,1.0784918091168083
openai/gpt-4o-mini,Russia,substituted,966,919,0.4932712215320911,0.25662410566160676,0.7404202573438325,2.2023809523809526,2.012863289538547,2.4105624512229995,4.3478260869565215,3.118341370416059,5.607622359958808,0.4140786749482402,0.10245901639344263,0.8350730688935282,1.8633540372670807,1.0426986140392949,2.772216518366415,2.070393374741201,1.238358175608822,3.005181347150259,,
openai/gpt-4o-mini,Russia,all_valid,1000,947,0.4895,0.25174568431610683,0.7374023374621724,2.1845,1.990630092621243,2.389681014852766,4.2,2.9850004450906504,5.516549648946841,0.4,0.09891196834817013,0.808918344706754,1.8,1.001001001001001,2.6654822617544616,2.0,1.1099061574289328,2.9205904500016757,,
openai/gpt-4o-mini,Russia,no_substitution,34,30,0.38235294117647056,-0.3906566722972973,1.1876736111111101,1.6764705882352942,1.1616491596638656,2.26390931372549,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,
openai/gpt-4o-mini,Ukraine,common,785,742,0.7273885350318471,0.458381328099638,1.0,2.2713375796178346,2.055963147213147,2.4987513779377792,4.713375796178344,3.3036848792884372,6.177837740337739,0.25477707006369427,0.0,0.6410256410256411,1.6560509554140128,0.7701935420163918,2.557626624663114,2.8025477707006368,1.6709511568123394,4.030226700251889,0.3397474226000693,1.1132793355880337
openai/gpt-4o-mini,Ukraine,substituted,832,783,0.6899038461538461,0.43060461367003783,0.9632614925722307,2.2415865384615383,2.04378833421783,2.468334864566895,4.5673076923076925,3.140096618357488,6.100478468899522,0.2403846153846154,0.0,0.6031363088057901,1.6826923076923077,0.8443908323281062,2.6443103188928996,2.644230769230769,1.5853658536585367,3.753140362462396,,
