scope,model,label,mode,cue,cohort_sha256,rule,n,judgments,initial_correct_n,initial_correct_pct,final_correct_n,final_correct_pct,initial_abstention_n,initial_abstention_pct,final_abstention_n,final_abstention_pct,initial_failure_n,initial_failure_pct,final_failure_n,final_failure_pct,categorical_change_n,categorical_change_pct,strict_reversal_n,strict_reversal_pct,lost_correct_n,lost_correct_pct,gained_correct_n,gained_correct_pct,correct_to_wrong_n,correct_to_wrong_pct,wrong_to_correct_n,wrong_to_correct_pct,correct_to_abstention_n,correct_to_abstention_pct,abstention_to_correct_n,abstention_to_correct_pct,correct_to_failure_n,correct_to_failure_pct,failure_to_correct_n,failure_to_correct_pct,initial_exact_50_n,initial_exact_50_pct,final_exact_50_n,final_exact_50_pct,opposes_original_verdict_n,opposes_original_verdict_pct,initial_new_abstention_n,initial_new_abstention_pct,opposition_from_new_initial_abstention_n,opposition_from_new_initial_abstention_pct,accuracy_change_pp,initial_accuracy_pct,final_accuracy_pct,balanced_accuracy_change_pp,net_abstention_loss_n,categorical_change_lower_95,categorical_change_upper_95,strict_reversal_lower_95,strict_reversal_upper_95,opposes_original_verdict_lower_95,opposes_original_verdict_upper_95,accuracy_change_lower_95,accuracy_change_upper_95
within_model_mode,anthropic/claude-opus-4.6,Claude Opus 4.6,static,no_cue,ed293a862c3a494da0bb9a768e4b20c4847a7865744470c7bedd72bfdb18cf2e,band_40_60,874,874,684,78.26086956521739,239,27.34553775743707,0,0.0,0,0.0,0,0.0,0,0.0,811,92.79176201372998,811,92.79176201372998,628,71.85354691075514,183,20.93821510297483,628,71.85354691075514,183,20.93821510297483,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,811,92.79176201372998,0,0.0,0,0.0,-50.91533180778032,78.26086956521739,27.34553775743707,-25.396498591998302,0,90.96109839816934,94.39359267734554,90.96109839816934,94.39359267734554,90.96109839816934,94.39359267734554,-56.2929061784897,-45.53489702517164
within_model_mode,anthropic/claude-opus-4.6,Claude Opus 4.6,static,no_cue,ed293a862c3a494da0bb9a768e4b20c4847a7865744470c7bedd72bfdb18cf2e,band_45_55,874,874,684,78.26086956521739,239,27.34553775743707,0,0.0,0,0.0,0,0.0,0,0.0,811,92.79176201372998,811,92.79176201372998,628,71.85354691075514,183,20.93821510297483,628,71.85354691075514,183,20.93821510297483,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,811,92.79176201372998,0,0.0,0,0.0,-50.91533180778032,78.26086956521739,27.34553775743707,-25.396498591998302,0,90.96109839816934,94.39359267734554,90.96109839816934,94.39359267734554,90.96109839816934,94.39359267734554,-56.2929061784897,-45.53489702517164
within_model_mode,anthropic/claude-opus-4.6,Claude Opus 4.6,static,no_cue,ed293a862c3a494da0bb9a768e4b20c4847a7865744470c7bedd72bfdb18cf2e,band_35_65,874,874,644,73.6842105263158,239,27.34553775743707,70,8.009153318077804,0,0.0,0,0.0,0,0.0,811,92.79176201372998,741,84.78260869565217,588,67.27688787185355,183,20.93821510297483,588,67.27688787185355,153,17.505720823798626,0,0.0,30,3.4324942791762014,0,0.0,0,0.0,0,0.0,0,0.0,811,92.79176201372998,70,8.009153318077804,70,8.009153318077804,-46.338672768878716,73.6842105263158,27.34553775743707,-21.060251846341853,-30,90.96109839816934,94.39359267734554,82.37986270022883,87.07093821510297,90.96109839816934,94.39359267734554,-51.49027459954233,-40.961098398169334
within_model_mode,anthropic/claude-opus-4.6,Claude Opus 4.6,static,no_cue,ed293a862c3a494da0bb9a768e4b20c4847a7865744470c7bedd72bfdb18cf2e,binary_50_tie_violation,874,874,684,78.26086956521739,239,27.34553775743707,0,0.0,0,0.0,0,0.0,0,0.0,811,92.79176201372998,811,92.79176201372998,628,71.85354691075514,183,20.93821510297483,628,71.85354691075514,183,20.93821510297483,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,811,92.79176201372998,0,0.0,0,0.0,-50.91533180778032,78.26086956521739,27.34553775743707,-25.396498591998302,0,90.96109839816934,94.39359267734554,90.96109839816934,94.39359267734554,90.96109839816934,94.39359267734554,-56.2929061784897,-45.53489702517164
within_model_mode,anthropic/claude-opus-4.6,Claude Opus 4.6,static,no_cue,ed293a862c3a494da0bb9a768e4b20c4847a7865744470c7bedd72bfdb18cf2e,binary_50_tie_no_violation,874,874,684,78.26086956521739,239,27.34553775743707,0,0.0,0,0.0,0,0.0,0,0.0,811,92.79176201372998,811,92.79176201372998,628,71.85354691075514,183,20.93821510297483,628,71.85354691075514,183,20.93821510297483,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,811,92.79176201372998,0,0.0,0,0.0,-50.91533180778032,78.26086956521739,27.34553775743707,-25.396498591998302,0,90.96109839816934,94.39359267734554,90.96109839816934,94.39359267734554,90.96109839816934,94.39359267734554,-56.2929061784897,-45.53489702517164
within_model_mode,anthropic/claude-opus-4.6,Claude Opus 4.6,static,ai_safety_researcher,ed293a862c3a494da0bb9a768e4b20c4847a7865744470c7bedd72bfdb18cf2e,band_40_60,874,874,684,78.26086956521739,680,77.80320366132723,0,0.0,0,0.0,0,0.0,0,0.0,10,1.1441647597254005,10,1.1441647597254005,7,0.8009153318077803,3,0.34324942791762014,7,0.8009153318077803,3,0.34324942791762014,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,10,1.1441647597254005,0,0.0,0,0.0,-0.4576659038901602,78.26086956521739,77.80320366132723,0.08700387864619312,0,0.4576659038901602,1.8306636155606408,0.4576659038901602,1.8306636155606408,0.4576659038901602,1.8306636155606408,-1.2585812356979404,0.2288329519450801
within_model_mode,anthropic/claude-opus-4.6,Claude Opus 4.6,static,ai_safety_researcher,ed293a862c3a494da0bb9a768e4b20c4847a7865744470c7bedd72bfdb18cf2e,band_45_55,874,874,684,78.26086956521739,680,77.80320366132723,0,0.0,0,0.0,0,0.0,0,0.0,10,1.1441647597254005,10,1.1441647597254005,7,0.8009153318077803,3,0.34324942791762014,7,0.8009153318077803,3,0.34324942791762014,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,10,1.1441647597254005,0,0.0,0,0.0,-0.4576659038901602,78.26086956521739,77.80320366132723,0.08700387864619312,0,0.4576659038901602,1.8306636155606408,0.4576659038901602,1.8306636155606408,0.4576659038901602,1.8306636155606408,-1.2585812356979404,0.2288329519450801
within_model_mode,anthropic/claude-opus-4.6,Claude Opus 4.6,static,ai_safety_researcher,ed293a862c3a494da0bb9a768e4b20c4847a7865744470c7bedd72bfdb18cf2e,band_35_65,874,874,644,73.6842105263158,642,73.45537757437071,70,8.009153318077804,68,7.780320366132723,0,0.0,0,0.0,10,1.1441647597254005,8,0.9153318077803204,5,0.5720823798627003,3,0.34324942791762014,5,0.5720823798627003,3,0.34324942791762014,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,10,1.1441647597254005,70,8.009153318077804,2,0.2288329519450801,-0.2288329519450801,73.6842105263158,73.45537757437071,0.24374369055841888,0,0.4576659038901602,1.8306636155606408,0.34324942791762014,1.6018306636155606,0.4576659038901602,1.8306636155606408,-0.9153318077803204,0.34324942791762014
within_model_mode,anthropic/claude-opus-4.6,Claude Opus 4.6,static,ai_safety_researcher,ed293a862c3a494da0bb9a768e4b20c4847a7865744470c7bedd72bfdb18cf2e,binary_50_tie_violation,874,874,684,78.26086956521739,680,77.80320366132723,0,0.0,0,0.0,0,0.0,0,0.0,10,1.1441647597254005,10,1.1441647597254005,7,0.8009153318077803,3,0.34324942791762014,7,0.8009153318077803,3,0.34324942791762014,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,10,1.1441647597254005,0,0.0,0,0.0,-0.4576659038901602,78.26086956521739,77.80320366132723,0.08700387864619312,0,0.4576659038901602,1.8306636155606408,0.4576659038901602,1.8306636155606408,0.4576659038901602,1.8306636155606408,-1.2585812356979404,0.2288329519450801
within_model_mode,anthropic/claude-opus-4.6,Claude Opus 4.6,static,ai_safety_researcher,ed293a862c3a494da0bb9a768e4b20c4847a7865744470c7bedd72bfdb18cf2e,binary_50_tie_no_violation,874,874,684,78.26086956521739,680,77.80320366132723,0,0.0,0,0.0,0,0.0,0,0.0,10,1.1441647597254005,10,1.1441647597254005,7,0.8009153318077803,3,0.34324942791762014,7,0.8009153318077803,3,0.34324942791762014,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,10,1.1441647597254005,0,0.0,0,0.0,-0.4576659038901602,78.26086956521739,77.80320366132723,0.08700387864619312,0,0.4576659038901602,1.8306636155606408,0.4576659038901602,1.8306636155606408,0.4576659038901602,1.8306636155606408,-1.2585812356979404,0.2288329519450801
