model,label,experiment,condition,cohort_sha256,rule,n,judgments,initial_correct_n,initial_correct_pct,final_correct_n,final_correct_pct,initial_abstention_n,initial_abstention_pct,final_abstention_n,final_abstention_pct,initial_failure_n,initial_failure_pct,final_failure_n,final_failure_pct,categorical_change_n,categorical_change_pct,strict_reversal_n,strict_reversal_pct,lost_correct_n,lost_correct_pct,gained_correct_n,gained_correct_pct,correct_to_wrong_n,correct_to_wrong_pct,wrong_to_correct_n,wrong_to_correct_pct,correct_to_abstention_n,correct_to_abstention_pct,abstention_to_correct_n,abstention_to_correct_pct,correct_to_failure_n,correct_to_failure_pct,failure_to_correct_n,failure_to_correct_pct,initial_exact_50_n,initial_exact_50_pct,final_exact_50_n,final_exact_50_pct,accuracy_change_pp,initial_accuracy_pct,final_accuracy_pct,balanced_accuracy_change_pp,net_abstention_loss_n,categorical_change_lower_95,categorical_change_upper_95,strict_reversal_lower_95,strict_reversal_upper_95,accuracy_change_lower_95,accuracy_change_upper_95
pooled_six_models,Six models pooled,summarization,summary,2f3f08194ac66277d3308c6fc2defec4d8acd162efe76890e7ec538a9bb048ec,band_40_60,6000,947,4364,72.73333333333333,4262,71.03333333333333,455,7.583333333333333,504,8.4,0,0.0,0,0.0,859,14.316666666666666,198,3.3,336,5.6,234,3.9,106,1.7666666666666666,92,1.5333333333333334,230,3.8333333333333335,142,2.3666666666666667,0,0.0,0,0.0,13,0.21666666666666667,9,0.15,-1.7000000000000002,72.73333333333333,71.03333333333333,-1.5476190476190477,88,13.051374378109452,15.58770303147912,2.802668694984165,3.824342736703606,-2.552647248661376,-0.8558421450151066
pooled_six_models,Six models pooled,summarization,summary,2f3f08194ac66277d3308c6fc2defec4d8acd162efe76890e7ec538a9bb048ec,band_45_55,6000,947,4487,74.78333333333333,4393,73.21666666666667,241,4.016666666666667,260,4.333333333333333,0,0.0,0,0.0,736,12.266666666666667,319,5.316666666666666,321,5.35,227,3.783333333333333,183,3.05,136,2.2666666666666666,138,2.3,91,1.5166666666666666,0,0.0,0,0.0,13,0.21666666666666667,9,0.15,-1.5666666666666667,74.78333333333333,73.21666666666667,-1.3095238095238095,47,11.122209468783451,13.453911411776136,4.614326716504177,6.003432440577647,-2.4243482731506685,-0.6806108897742363
pooled_six_models,Six models pooled,summarization,summary,2f3f08194ac66277d3308c6fc2defec4d8acd162efe76890e7ec538a9bb048ec,band_35_65,6000,947,4237,70.61666666666666,4092,68.2,685,11.416666666666666,802,13.366666666666667,0,0.0,0,0.0,950,15.833333333333334,121,2.0166666666666666,373,6.216666666666667,228,3.8,63,1.05,58,0.9666666666666667,310,5.166666666666667,170,2.8333333333333335,0,0.0,0,0.0,13,0.21666666666666667,9,0.15,-2.4166666666666665,70.61666666666666,68.2,-2.3293650793650795,140,14.483223947895791,17.18438171897121,1.6818028927009754,2.3903742103790577,-3.343173646788785,-1.5090855946423245
pooled_six_models,Six models pooled,summarization,summary,2f3f08194ac66277d3308c6fc2defec4d8acd162efe76890e7ec538a9bb048ec,binary_50_tie_violation,6000,947,4596,76.6,4529,75.48333333333333,0,0.0,0,0.0,0,0.0,0,0.0,505,8.416666666666666,505,8.416666666666666,286,4.766666666666667,219,3.65,286,4.766666666666667,219,3.65,0,0.0,0,0.0,0,0.0,0,0.0,13,0.21666666666666667,9,0.15,-1.1166666666666667,76.6,75.48333333333333,-1.0198412698412698,0,7.489757327450362,9.386453822611767,7.489757327450362,9.386453822611767,-1.9333518331651531,-0.264812975835816
pooled_six_models,Six models pooled,summarization,summary,2f3f08194ac66277d3308c6fc2defec4d8acd162efe76890e7ec538a9bb048ec,binary_50_tie_no_violation,6000,947,4607,76.78333333333333,4530,75.5,0,0.0,0,0.0,0,0.0,0,0.0,511,8.516666666666667,511,8.516666666666667,294,4.9,217,3.6166666666666667,294,4.9,217,3.6166666666666667,0,0.0,0,0.0,0,0.0,0,0.0,13,0.21666666666666667,9,0.15,-1.2833333333333334,76.78333333333333,75.5,-1.25,0,7.55575320894108,9.476250035460561,7.55575320894108,9.476250035460561,-2.0834368787276345,-0.4194683360061191
pooled_six_models,Six models pooled,paraphrasing,light,2f3f08194ac66277d3308c6fc2defec4d8acd162efe76890e7ec538a9bb048ec,band_40_60,6000,947,4372,72.86666666666666,4342,72.36666666666666,411,6.85,422,7.033333333333333,10,0.16666666666666666,5,0.08333333333333333,622,10.366666666666667,142,2.3666666666666667,222,3.7,192,3.2,81,1.35,61,1.0166666666666666,137,2.283333333333333,127,2.1166666666666667,4,0.06666666666666667,4,0.06666666666666667,13,0.21666666666666667,14,0.23333333333333334,-0.5,72.86666666666666,72.36666666666666,-1.023809523809524,10,9.357258311645152,11.34935757812335,1.9715043074884029,2.78052031632472,-1.1300759616510783,0.16802349364515035
pooled_six_models,Six models pooled,paraphrasing,light,2f3f08194ac66277d3308c6fc2defec4d8acd162efe76890e7ec538a9bb048ec,band_45_55,6000,947,4471,74.51666666666667,4456,74.26666666666667,213,3.55,227,3.783333333333333,10,0.16666666666666666,5,0.08333333333333333,577,9.616666666666667,215,3.5833333333333335,213,3.55,198,3.3,110,1.8333333333333333,105,1.75,98,1.6333333333333333,89,1.4833333333333334,5,0.08333333333333333,4,0.06666666666666667,13,0.21666666666666667,14,0.23333333333333334,-0.25,74.51666666666667,74.26666666666667,-0.44841269841269843,9,8.65253770607516,10.54744314499646,3.084514612865322,4.099738955823294,-0.8675559326861932,0.3881708966091107
pooled_six_models,Six models pooled,paraphrasing,light,2f3f08194ac66277d3308c6fc2defec4d8acd162efe76890e7ec538a9bb048ec,band_35_65,6000,947,4244,70.73333333333333,4242,70.7,651,10.85,640,10.666666666666666,10,0.16666666666666666,5,0.08333333333333333,651,10.85,94,1.5666666666666667,206,3.433333333333333,204,3.4,47,0.7833333333333333,47,0.7833333333333333,155,2.5833333333333335,153,2.55,4,0.06666666666666667,4,0.06666666666666667,13,0.21666666666666667,14,0.23333333333333334,-0.03333333333333333,70.73333333333333,70.7,-0.5476190476190477,2,9.889508430547586,11.855326308451307,1.2600806451612903,1.900451738541002,-0.6819693945442449,0.6289621077004911
pooled_six_models,Six models pooled,paraphrasing,light,2f3f08194ac66277d3308c6fc2defec4d8acd162efe76890e7ec538a9bb048ec,binary_50_tie_violation,6000,947,4577,76.28333333333333,4573,76.21666666666667,0,0.0,0,0.0,10,0.16666666666666666,5,0.08333333333333333,393,6.55,378,6.3,196,3.2666666666666666,192,3.2,191,3.183333333333333,187,3.1166666666666667,0,0.0,0,0.0,5,0.08333333333333333,5,0.08333333333333333,13,0.21666666666666667,14,0.23333333333333334,-0.06666666666666667,76.28333333333333,76.21666666666667,-0.25396825396825395,0,5.805037934082085,7.312282461211728,5.588511333790111,7.016666666666667,-0.7022662115902363,0.5689424364123159
pooled_six_models,Six models pooled,paraphrasing,light,2f3f08194ac66277d3308c6fc2defec4d8acd162efe76890e7ec538a9bb048ec,binary_50_tie_no_violation,6000,947,4576,76.26666666666667,4575,76.25,0,0.0,0,0.0,10,0.16666666666666666,5,0.08333333333333333,389,6.483333333333333,374,6.233333333333333,192,3.2,191,3.183333333333333,187,3.1166666666666667,187,3.1166666666666667,0,0.0,0,0.0,5,0.08333333333333333,4,0.06666666666666667,13,0.21666666666666667,14,0.23333333333333334,-0.016666666666666666,76.26666666666667,76.25,-0.1865079365079365,0,5.738433576842279,7.214497810659923,5.521613934940588,6.916839756423089,-0.6333650634602538,0.6087528792365909
